"mDA_D0_2"	"mDA_D0_3"	"mDA_D0_1"	"mDA_D28_3"	"mDA_D28_2"	"mDA_D28_1"	"mDA_D42_1"	"mDA_D42_2"	"mDA_D42_3"
0	1.76375838359108	0	2.39925784857801	1.80304740621953	8.64707229377631	1.78330827187663	1.63226482331105	1.19007565722759
0	0	0	0	1.80304740621953	0	0	0	0
120.160268038113	169.320804824744	248.078930628189	333.839592073569	361.511004947016	524.012581002844	697.273534303762	681.470563732362	654.541611475177
736.193191501114	733.723487573889	967.257244671525	1691.81953436872	1497.43087086532	1609.22015387177	1753.88368539067	1520.45468291424	1528.05714388023
176.009406703715	172.848321591926	215.502909434588	823.288193183484	1079.12387262239	1076.56050057515	1777.06669292506	1624.91963160615	1395.36370809935
69.3883237966567	68.7865769600521	212.997061650465	664.251672934884	270.45711093293	227.418001326317	4427.06278493373	4645.42568714324	4140.2732114948
7835.80339459806	7434.2415868364	5412.63121370594	11250.8055542248	14852.6030087334	14834.0525199733	12114.013090858	12712.8945763581	12893.8747082324
214.934563955498	197.540938962201	147.845019263264	143.26996867223	172.191027293965	138.353156700421	288.895940044014	294.623800607644	231.469715330767
11034.4358818098	10489.0711072162	11486.8062424204	3456.30230643724	3578.14757764266	3803.8471020322	1680.76804624372	1938.31447768187	1948.15385088157
88.0047033518573	81.1328856451897	167.891801536249	10.2825336367629	10.8182844373172	20.7529735050631	7.13323308750652	1.63226482331105	0
697.268034249331	797.218789383168	308.219277447144	1.37100448490172	32.4548533119516	12.1059012112868	0	0	1.19007565722759
898.663413073773	1047.6724798531	423.488275516807	1856.34007255693	1714.69808331477	1706.93207079144	1942.02270807365	1904.03691639234	1825.57605818713
1025.59327367741	1118.22281519674	1736.55251439732	2997.01580399516	2586.47150422192	2634.76292791364	3935.76135603172	4295.30488254302	4036.736629316
15.2315832724368	17.6375838359108	22.5526300571081	0.34275112122543	1.80304740621953	5.18824337626578	16.941428582828	5.71292688158866	19.0412105156415
8.46199070690935	19.4013422195019	0	0	9.01523703109765	5.18824337626578	16.0497744468897	0	15.4709835439587
64.3111293725111	77.6053688780075	180.421040456865	7.54052466695947	178.501693215734	161.700251893617	50.824285748484	45.7034150527093	67.8343124619729
0	0	0	0	0	0	0	0	0
148.931036441605	174.612079975517	202.973670513973	1526.27074281684	1263.93623175989	1011.70745837183	1464.09609121071	1345.80234681996	1231.72830523056
1066.21082907058	1040.61744631874	1473.4384970644	3678.74778411254	3046.2485928079	2745.44545327398	3843.92098003008	3476.72407365253	3115.02303279323
4092.21870586136	4042.53421519075	5623.12242757228	1970.13344480377	1812.06264325063	1674.93790330447	1651.34345975776	1581.6646137884	1569.11475405458
18.6163795552006	29.9838925210484	0	1.37100448490172	14.4243792497562	6.05295060564341	10.6998496312598	6.52905929324419	2.38015131445519
379.097183669539	493.852347405502	591.380077053057	1125.93743322554	1096.25282298147	1035.05455356502	853.313008092968	914.884433465842	971.101736297717
1089.90440304992	1208.17449275989	1653.85953752126	972.384930916546	922.25874828129	913.995541452156	1274.17376025585	1219.30182301335	1225.77792694442
2284.73749086553	2072.41610071952	1859.33905581936	1389.85579656912	1299.99717988428	1479.51406946513	1751.20872298285	1666.54238460058	1738.1054973809
179.394202986478	206.359730880156	285.666647390036	246.095305039859	268.65406352671	255.953339895779	318.320526529979	286.462476491089	296.923876478285
1792.2496317234	2151.78522798112	4979.11954705264	1888.2159268309	1671.4249455655	1662.83200209318	910.37887279302	1051.17854621231	1082.96884807711
0	0	0	0	0	0	0	0	0
1560.39108635408	1497.43086766883	739.225096316321	5323.26766375216	4522.94441850169	4110.81816846126	8512.6220358031	8100.11418568107	8171.65450035327
489.103062859361	499.143622556275	365.853776481976	330.75483198254	330.859199041284	351.071135127318	98.973609089153	147.71996650965	97.5862038926627
1.69239814138187	0	12.5292389206156	0	0	0	0	0	0
2156.1152321205	1899.56777912759	1696.45894985135	1537.58152981728	1179.19300366757	1252.09606813881	1120.80924887446	1092.80129920675	1261.48019666125
1034.05526438432	880.115433411949	664.049662792627	243.696047191281	384.04909752476	327.724039934122	699.948496711577	674.125372027463	731.301491366356
0	1.76375838359108	0	0	3.60609481243906	1.72941445875526	38.3411278453476	61.2099308741643	63.0740098330625
3.38479628276374	5.29127515077324	0	2.05650672735258	10.8182844373172	0	14.266466175013	9.79358893986628	30.3469292593036
3687.7355500711	3476.36777405802	4690.94705187848	6741.91455450422	6183.55107962988	6154.98605870997	5778.81045501622	6121.80921982808	6136.62512649409
1413.15244805386	1317.52751254254	2443.20158952004	1087.54930764829	1142.23053184007	1239.12545969814	3201.03834801855	3264.52964662209	3217.96457714341
25.3859721207281	29.9838925210484	82.692976876063	375.655228863072	312.828724979089	306.971066429059	625.049549292759	636.583281091308	642.640854902901
5376.7488951702	5111.37179564695	6648.01417127864	14217.3165084309	11501.6394042744	11539.5179760445	11487.1802332933	10957.3937588871	11180.7607996532
1.69239814138187	3.52751676718216	0	0	0	0	0	0	1.78511348584139
42326.8775159606	46222.8159587714	55582.2096996349	28486.731187288	69986.1865961142	65656.3552194141	65832.6081645977	64539.7511137188	66806.6821319568
10.1543888482912	21.165100603093	22.5526300571081	21.2505695159767	39.6670429368297	22.4823879638184	5.34992481562989	16.3226482331105	21.4213618300967
0	0	0	0	1.80304740621953	0	0	0	0
0	0	0	0	1.80304740621953	0	0	0	0
0	0	0	0	0	0	0	0	3.57022697168278
0	0	0	0	0	0	0	0	0
35.5403609690193	56.4402682749145	67.6578901713243	14.0527959702426	23.4396162808539	13.8353156700421	16.941428582828	27.7485019962878	6.54541611475177
27.0783702621099	29.9838925210484	2.50584778412312	5.48401793960689	7.21218962487812	5.18824337626578	10.6998496312598	7.34519170489971	8.33052960059316
170.932212279569	213.414764414521	122.786541422033	6.85502242450861	17.1289503590855	20.7529735050631	10.6998496312598	24.4839723496657	24.3965509731657
1885.3315294994	1802.56106803008	1628.80105968003	3173.18988030503	3340.14532002168	3310.96398128695	2211.30225712702	2344.74841868632	2086.20262711997
138.776647593313	162.265771290379	70.1637379554474	111.051363277039	135.228555466465	179.859103710547	292.462556587767	255.449444848179	197.552559099781
3.38479628276374	12.3463086851376	0	12.3390403641155	30.651805905732	23.347095193196	16.941428582828	9.79358893986628	12.4957944008897
641.418895583729	723.140937272343	904.611050068447	492.190610079718	448.958804148663	428.030078541927	757.906015547568	980.991158809939	847.928905774661
610.955729038855	689.629527984112	1308.05254331227	1765.16827431097	1528.98420047416	1559.93184179725	1672.74315902028	1690.21022453859	1562.56933793983
951.127755456611	897.753017247859	1403.27475910895	745.483688665311	695.976298800739	773.048263063602	1126.15917369009	941.816803050474	912.192991264951
6.76959256552748	3.52751676718216	12.5292389206156	0	0	0	0	1.63226482331105	0
4811.48791594866	5428.84830469334	5272.30373779505	13106.8028756605	12524.868807304	12605.7019898671	22343.0693383423	21622.6121144014	20572.2428486648
3.38479628276374	3.52751676718216	0	0	3.60609481243906	0	0	4.08066205827762	0
1685.62854881634	1700.2630817818	1378.21628126772	3996.13532236729	3612.40547836083	3547.02905490704	3079.77338553094	3066.2094705898	3106.69250319263
1027.2856718188	971.830869358685	786.83620421466	1424.81641093411	1451.45316200672	1452.70814535442	1249.20744444958	1184.20812931216	1252.55462923204
301.246869165973	350.987918334625	263.114017332928	616.266515963324	607.626975895982	529.20082437911	466.335113095739	429.285648530805	426.642123116092
16.9239814138187	15.8738254523197	17.5409344888618	8.56877803063576	0	0.864707229377631	0	8.97745652821076	5.95037828613797
8233.5169578228	8580.6845361706	8161.546232889	4488.32593244701	4358.86710453572	4014.83566600034	3406.11879928436	3098.85476705602	3426.82285498686
23118.1586112764	21531.9623468799	16784.1684580567	32860.9209963669	30719.4201834653	31679.4140554789	36764.6833330086	36445.2089748891	35003.1002682066
28.7707684034918	12.3463086851376	12.5292389206156	50.7271659413637	34.2579007181711	20.7529735050631	13.3748120390747	4.89679446993314	5.35534045752417
10792.4229475922	11062.2925818833	14055.3002211466	12852.13879259	11708.0883322865	12226.9602233997	8138.127298709	8647.73903390193	8519.15659226373
424.79193348685	509.726172857822	360.842080913729	668.707437510815	621.149831442628	417.653591789396	444.043759697281	435.81470782405	472.460035919355
10.1543888482912	35.2751676718216	5.01169556824624	42.1583879107279	34.2579007181711	41.5059470101263	75.7906015547568	62.0260632858198	64.2640854902901
2811.07331283529	2938.42146706274	6189.44402678411	1747.00246488602	1403.6724057419	1610.94956833053	1514.9203769592	1581.6646137884	1683.36201714843
555.106590373254	691.393286367703	877.046724443092	828.429460001865	747.363149877995	732.407023282853	737.397970420987	704.322271258717	553.385180610831
868.2002465289	846.604024123718	220.514605002835	2212.80123863138	2849.71642552997	2775.71020630219	2286.20120454584	1983.20176032292	2117.14459420789
5.07719442414561	19.4013422195019	7.51754335236936	13.7100448490172	0	3.45882891751052	8.91654135938315	4.89679446993314	4.76030262891038
8006.73560687763	6347.76642254429	7058.97320787483	11005.7385025486	11801.8467974099	11298.2646590481	12225.4698578502	11340.9759923652	10704.7305367622
478.948674011069	460.340938117272	140.327475910895	902.120951065333	1054.78273263843	1004.78980053681	807.838647160114	802.25816065738	899.102159035447
700.652830532094	714.322145354387	1766.6226878068	1622.24105675996	1283.76975322831	1297.06084406645	1272.39045198398	1399.66708598922	1458.43771793242
3931.44088243009	4160.70602689136	4823.75698443701	3739.41473256945	3408.66112145802	3453.64067413426	2387.84977604281	2077.05698766331	2068.94653009017
11921.2525078939	12609.1086842926	14934.8527933738	6439.95081670461	5034.10835816493	5469.27322581351	3793.98834841753	3647.29574768853	4000.43932177056
189.548591834769	186.958388660654	182.926888240988	0	8.11371332798789	0.864707229377631	2.67496240781495	1.63226482331105	5.95037828613797
944.358162891084	1102.34898974442	1105.0788727983	1252.0698458365	989.873026014522	1106.82525360337	915.72879760865	786.751644835925	805.086182114467
594.031747625037	557.347649214781	516.204643529363	3616.70983117074	2238.48335482155	2452.30970251496	2498.41488889916	2294.96434157533	2223.06132770115
86.3123052104754	123.463086851376	243.067235059943	46.2714013654331	123.508747326038	99.4413313784275	329.912030297177	267.691431023012	310.014708707788
328.325239428083	336.877851265896	511.192947961117	1520.78672487723	1382.93736057038	1175.1371247242	2336.13383615839	2339.85162421639	2252.21818130322
138.776647593313	201.068455729383	483.628622335762	141.213461944877	155.963600637989	96.8472096902946	243.42157911116	236.678399380102	214.808656129581
2076.57251947556	2236.44563039349	5570.4996241057	2040.05467353376	2693.75282489198	2220.56816504176	1436.45481299663	1864.86256063287	1951.12904002464
1474.07878114361	1763.75838359108	979.78648359214	851.736536245195	1445.14249608495	1166.49005243042	1348.18105353873	1842.01085310652	1683.36201714843
2596.13874887979	2254.0832142294	1328.09932558525	1623.61206124486	2937.16422473162	2253.42703975811	2022.2715803081	2871.96995661579	2893.66896054889
665.112469563075	945.374493604819	997.327418081002	505.215152686284	429.125282680248	478.18309784583	279.979398684631	257.897842083145	232.064753159381
1.69239814138187	5.29127515077324	17.5409344888618	0	0	0	0.891654135938315	0	2.38015131445519
0	1.76375838359108	10.0233911364925	0	0	0	0.891654135938315	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
744.655182208023	825.438923520625	731.707552963951	2194.97818032766	1919.34396392069	1732.00858044339	3066.39857349187	2638.55608688231	2657.43894258922
1509.61914211263	1407.47919010568	1859.33905581936	5152.92035650312	3458.24492512906	3734.67052368199	8863.04211122685	6755.94410368442	6986.9341835832
8.46199070690935	12.3463086851376	0	85.3450291851322	18.0304740621953	26.8059241107065	64.1990977875587	55.4970039925756	92.2308634351385
20.3087776965824	7.05503353436432	5.01169556824624	0.685502242450861	7.21218962487812	5.18824337626578	24.0746616703345	36.7259585244986	18.4461726870277
106.621082907058	125.226845234967	97.7280635808017	0	0	0	0	0	0
1020.51607925327	1209.93825114348	2192.61681110773	1700.38831239936	1611.92438116026	1751.89684671908	1666.50158006871	1838.74632345989	1681.57690366259
1511.31154025401	1686.15301471307	2215.16944116484	1074.1820139205	1952.70034093575	1794.26750095858	2817.62706956508	2725.88225492945	2766.33086522554
3955.13445640943	4381.17582484024	6688.10773582461	6118.10751387393	5621.9018125925	5956.9681031825	5902.75037991165	6125.0737494747	6300.26052936288
968.05173687043	1047.6724798531	1731.54081882908	989.865238099043	1081.82844373172	981.442705343611	1307.16496328557	1257.66004636116	1138.90240396681
550.029395949108	717.849662121569	1423.32154138193	1.37100448490172	5.40914221865859	1.72941445875526	7.13323308750652	1.63226482331105	4.76030262891038
52.464342382838	88.187919179554	65.1520423872011	6.16952018205775	19.8335214684148	3.45882891751052	5.34992481562989	1.63226482331105	0
8590.61296565437	8813.50064280462	9782.82974921666	3751.41102181234	3188.68933789924	3144.94019324644	5293.75060506578	4030.87798116663	4252.73536110281
23.6935739793462	19.4013422195019	5.01169556824624	11.3107870004392	9.01523703109765	11.2411939819092	43.6910526609774	24.4839723496657	26.7767022876209
661.727673280311	742.542279491844	476.111078983393	118.249136822773	68.5158014363422	23.347095193196	102.540225632906	81.6132411655524	88.0655986348419
1.69239814138187	0	0	0	0	0	0	0	0
